Unnamed: 0,Port(s),Protocol,Service,Details,Source
6,1214,"tcp,udp",applications,FastTrack,Portforward
7,1214,tcp,applications,KaZaA,Portforward
8,1214,"tcp,udp",fasttrack,Kazaa File Sharing,Nmap
9,1214,"tcp,udp",kazaa,KAZAA,IANA
1,1215,tcp,trojan,ForceOpenFT also uses port 1215 (TCP/UDP).,SG
2,1215,tcp,trojan,Force,Trojans
3,1215,"tcp,udp",scanstat-1,scanSTAT 1,SANS
4,"1215,1216","tcp,udp",applications,OpenFT,Portforward
5,1215,"tcp,udp",scanstat-1,scanSTAT 1.0,IANA
1,1216,"tcp,udp",applications,OpenFT,SG
2,"1215,1216","tcp,udp",applications,OpenFT,Portforward
3,1216,"tcp,udp",etebac5,ETEBAC 5,IANA
1,1217,"tcp,udp",hpss-ndapi,Uvora Online uses this port (TCP)IANA registered for: HPSS NonDCE Gateway,SG
2,1217,"tcp,udp",hpss-ndapi,HPSS-NDAPI,SANS
3,1217,"tcp,udp",hpss-ndapi,HPSS NonDCE Gateway,IANA
1,1218,tcp,trojans,"Trojans that use this port:Backdoor.Sazo [Symantec-2002-061716-5029-99] - remote access trojan, 06.2002. Affects WindowsForce/Feardoor - VB6 remote access trojan, 07.2002. Affects Windows.Port is also IANA registered for: aeroflight-ads",SG
2,1218,tcp,trojan,Force,Trojans
3,1218,tcp,aeroflight-ads,AeroFlight ADs,Nmap
4,1218,"tcp,udp",threat,Feardoor,Bekkoame
5,1218,"tcp,udp",aeroflight-ads,AeroFlight-ADs,IANA
1,1219,tcp,trojan,Force trojan,SG
2,1219,tcp,trojan,Force,Trojans
3,1219,"tcp,udp",threat,Feardoor,Bekkoame
4,1219,"tcp,udp",aeroflight-ret,AeroFlight-Ret,IANA
1,1220,tcp,qt-serveradmin,"The port is used for administration of QuickTime Streaming ServerApple QuickTime / Darwin Streaming Server before 4.1.3f allows remote attackers to cause a denial of service (crash) via an MS-DOS device name (e.g. AUX) in a request to HTTP port 1220, a different vulnerability than [CVE-2003-0502].References: [CVE-2003-0421]Apple QuickTime / Darwin Streaming Server before 4.1.3g allows remote attackers to cause a denial of service (crash) via a .. (dot dot) sequence followed by an MS-DOS device name (e.g. AUX) in a request to HTTP port 1220, a different vulnerability than [CVE-2003-0421].References: [CVE-2003-0502]",SG
2,1220,tcp,,QuickTime Streaming Server administration (official),Wikipedia
3,1220,tcp,quicktime,Apple Darwin and QuickTime Streaming Administration Servers,Nmap
4,1220,"tcp,udp",qt-serveradmin,QT SERVER ADMIN,IANA
1,1221,tcp,trojan,F**k Lamers BackdoorSAM2 Broadcaster also uses port 1221 (TCP/UDP),SG
2,1221,tcp,trojan,F**k Lamers Backdoor,Trojans
3,"1221,3306,3690","tcp,udp",applications,SAM2 Broadcaster,Portforward
4,1221,"tcp,udp",sweetware-apps,SweetWARE Apps,IANA
1,1222,tcp,trojans,"D Network, F**k Lamers Backdoor",SG
2,1222,tcp,trojan,F**k Lamers Backdoor,Trojans
3,1222,"tcp,udp",nerv,SNI R&D network,SANS
4,1222,"tcp,udp",nerv,SNI R&D network,IANA
1,1223,"tcp,udp",,"TGP, TrulyGlobal Protocol, also known as ""The Gur Protocol"" (named for Gur Kimchi of TrulyGlobal) (official)",Wikipedia
2,1223,"tcp,udp",tgp,TGP,SANS
3,1223,"tcp,udp",tgp,"TrulyGlobal Protocol, registered 2008-05-20",IANA
1,1224,"tcp,udp",vpnz,VPNz,IANA
1,1225,tcp,trojan,Scarab trojan,SG
2,1225,"tcp,udp",slinkysearch,SLINKYSEARCH,IANA
1,1226,"tcp,udp",stgxfws,STGXFWS,IANA
1,1227,"tcp,udp",applications,DNS2Go,SG
2,1227,"tcp,udp",applications,DNS2Go,Portforward
3,1227,"tcp,udp",dns2go,"DNS2Go, modified: 2015-07-15",IANA
1,1228,"tcp,udp",florence,FLORENCE,IANA
1,1229,"tcp,udp",novell-zfs,Novell ZFS,SANS
2,1229,"tcp,udp",zented,ZENworks Tiered Electronic Distribution,IANA
1,"1230, 8512, 27900, 61220-61230",udp,applications,Need for Speed Hot Pursuit 2,Portforward
2,1230,"tcp,udp",periscope,Periscope,IANA
1,1231,"tcp,udp",menandmice-lpm,menandmice-lpm,IANA
1,1232,"tcp,udp",first-defense,Defense Remote systems monitoring [Nexum] (IANA official),SG
2,1232,"tcp,udp",first-defense,"Remote systems monitoring, registered 2012-09-21",IANA
1,1233,"tcp,udp",univ-appserver,Universal App Server,IANA
1,1234,tcp,trojans,"Backdoor.Ultor [Symantec-2002-061316-4604-99] (2002.06.13) - remote access trojan. Affects Windows, listens on port 1111 or 1234.Some other trojans using this port: SubSeven 2.0, Bagle.AF.Port is also IANA registered for: Infoseek Search Agent",SG
2,1234,udp,games,"Command and Conquer RenegadeVLC media player default port for UDP/RTP stream.The xdrDecodeString function in XNFS.NLM in Novell Netware 6.5 before SP8 allows remote attackers to cause a denial of service (abend) or execute arbitrary code via a crafted, signed value in a NFS RPC request to port UDP 1234, leading to a stack-based buffer overflow.References: [CVE-2010-4227], [BID-46535]Green Dam could allow a remote attacker to bypass security restrictions, caused by an error when handling UDP packets. By sending a specially-crafted request to UDP port 1234, an attacker could exploit this vulnerability to set the system time.References: [XFDB-51513], [BID-35557], [OSVDB-55533], [SECUNIA-35664]Janitza UMG 508, 509, 511, 604, and 605 devices allow remote attackers to obtain sensitive network-connection information via a request to UDP port (1) 1234 or (2) 1235.References: [CVE-2015-3969], [XFDB-108584]",SG
3,1234,udp,,VLC media player Default port for UDP/RTP stream (unofficial),Wikipedia
4,1234,tcp,trojan,"KiLo, Ultors Trojan",Trojans
5,1234,tcp,hotline,,SANS
6,1234,tcp,SubSevenJavaclient,[trojan] SubSeven Java client,SANS
7,1234,tcp,UltorsTrojan,[trojan] Ultors Trojan,SANS
8,"1234-1237,4000,5400,5009",udp,applications,Command and Conquer Red Alert,Portforward
9,1234-1237,udp,applications,Command and Conquer Red Alert 2,Portforward
10,1234-1237,udp,applications,Command and Conquer Red Alert 2 Yuris Revenge,Portforward
11,"1234-1237,5009",udp,applications,Command and Conquer Red Alert Aftermath,Portforward
12,"1234-1237,5009",udp,applications,Command and Conquer Red Alert Counterstrike,Portforward
13,1234-1237,udp,applications,Command and Conquer Renegade,Portforward
14,1234-1237,udp,applications,Command and Conquer The Covert Operations,Portforward
15,"1234-1237,5009",udp,applications,Command and Conquer Tiberian Dawn,Portforward
16,"1234-1237,4000,5400",udp,applications,Command and Conquer Tiberian Sun,Portforward
17,"1234-1237,4000,5400",udp,applications,Command and Conquer Tiberian Sun Firestorm,Portforward
18,"1140-1234,4000","tcp,udp",applications,Dune 2000,Portforward
19,1234-1237,udp,applications,Dune2000,Portforward
20,1234-1237,udp,applications,Emperor Battle for Dune,Portforward
21,1234-1237,udp,applications,Nox,Portforward
22,"1234, 3658-3660, 6500, 27900, 28910, 3783, 6515, 6667, 13139, 28900, 29900-29901, 29920","tcp,udp",applications,Starwars Empire at War,Portforward
23,"1140-1234,4000","tcp,udp",applications,Tiberian Sun,Portforward
24,"1140,1234",udp,applications,Westwood Online,Portforward
25,"1140,1234,4000",tcp,applications,Westwood Online,Portforward
26,"1234-1237,4000,5009,5400",udp,applications,Xwis,Portforward
27,1234,tcp,hotline,hotline,Nmap
28,1234,tcp,threat,W32.Beagle,Bekkoame
29,1234,"tcp,udp",threat,The bindshell.c program puts a backdoor root shell on this port by default. This assumes that you've already been compromised by some other exploit and that the hacker uses the default port.,Bekkoame
30,1234,"tcp,udp",search-agent,Infoseek Search Agent,IANA
1,1235,udp,games,"Command and Conquer RenegadeJanitza UMG 508, 509, 511, 604, and 605 devices allow remote attackers to obtain sensitive network-connection information via a request to UDP port (1) 1234 or (2) 1235.References: [CVE-2015-3969], [XFDB-108584]",SG
2,1235,"tcp,udp",mosaicsyssvc1,mosaicsyssvc1,IANA
3,1234-1237,udp,applications,Command and Conquer Red Alert 2,Portforward
4,1234-1237,udp,applications,Command and Conquer Red Alert 2 Yuris Revenge,Portforward
5,1234-1237,udp,applications,Command and Conquer Renegade,Portforward
6,1234-1237,udp,applications,Command and Conquer The Covert Operations,Portforward
7,1234-1237,udp,applications,Dune2000,Portforward
8,1234-1237,udp,applications,Emperor Battle for Dune,Portforward
9,1234-1237,udp,applications,Nox,Portforward
1,1236,udp,games,Command and Conquer Renegade,SG
2,1236,tcp,bvcontrol,Missing authentication for the remote configuration port 1236/tcp on the Cohu 3960HD allows an attacker to change configuration parameters such as IP address and username/password via specially crafted XML SOAP packets.References: [CVE-2017-8861]IANA registered for: bvcontrol (TCP/UDP),SG
3,1236,tcp,,Symantec BindView Control UNIX Default port for TCP management server connections (unofficial),Wikipedia
4,1236,"tcp,udp",bvcontrol,bvcontrol,IANA
5,1234-1237,udp,applications,Command and Conquer Red Alert 2,Portforward
6,1234-1237,udp,applications,Command and Conquer Red Alert 2 Yuris Revenge,Portforward
7,1234-1237,udp,applications,Command and Conquer Renegade,Portforward
8,1234-1237,udp,applications,Command and Conquer The Covert Operations,Portforward
9,1234-1237,udp,applications,Dune2000,Portforward
10,1234-1237,udp,applications,Emperor Battle for Dune,Portforward
11,1234-1237,udp,applications,Nox,Portforward
1,1237,"tcp,udp",tsdos390,"Port is IANA assigned to tsdos390. Also used by Command and Conquer, Dune2000.",SG
2,"1234-1237,4000,5400,5009",udp,applications,Command and Conquer Red Alert,Portforward
3,1234-1237,udp,applications,Command and Conquer Red Alert 2,Portforward
4,1234-1237,udp,applications,Command and Conquer Red Alert 2 Yuris Revenge,Portforward
5,"1234-1237,5009",udp,applications,Command and Conquer Red Alert Aftermath,Portforward
6,"1234-1237,5009",udp,applications,Command and Conquer Red Alert Counterstrike,Portforward
7,1234-1237,udp,applications,Command and Conquer Renegade,Portforward
8,1234-1237,udp,applications,Command and Conquer The Covert Operations,Portforward
9,"1234-1237,5009",udp,applications,Command and Conquer Tiberian Dawn,Portforward
10,"1234-1237,4000,5400",udp,applications,Command and Conquer Tiberian Sun,Portforward
11,"1234-1237,4000,5400",udp,applications,Command and Conquer Tiberian Sun Firestorm,Portforward
12,1234-1237,udp,applications,Dune2000,Portforward
13,1234-1237,udp,applications,Emperor Battle for Dune,Portforward
14,1234-1237,udp,applications,Nox,Portforward
15,"1234-1237,4000,5009,5400",udp,applications,Xwis,Portforward
16,1237,"tcp,udp",tsdos390,tsdos390,IANA
1,1238,"tcp,udp",hacl-qs,hacl-qs,IANA
1,1239,tcp,applications,"The debug interface on Janitza UMG 508, 509, 511, 604, and 605 devices does not require authentication, which allows remote attackers to read or write to files, or execute arbitrary JASIC code, via a session on TCP port 1239.References: [CVE-2015-3971]",SG
2,1239,"tcp,udp",nmsd,NMSD,IANA
1,1240,"tcp,udp",instantia,Instantia,IANA
1,1241,"tcp,udp",nessus,Nessus,SG
2,1241,"tcp,udp",,Nessus Security Scanner (official),Wikipedia
3,1241,tcp,msg,remote message server,SANS
4,1241,tcp,nessus,Nessus or remote message server,Nmap
5,1241,"tcp,udp",nessus,nessus,IANA
1,1242,"tcp,udp",nmasoverip,ArchiSteamFarm software (TCP)NMAS over IP (IANA official),SG
2,1242,"tcp,udp",nmasoverip,NMAS over IP,IANA
1,1243,tcp,trojans,"Trojans that use this port: BackDoor-G, SubSeven, Sub7(*), SubSeven Apocalypse, Tiles",SG
2,1243,tcp,trojan,"BackDoor-G, SubSeven , Tiles",Trojans
3,1243,tcp,BackDoorG,[trojan] BackDoor-G,SANS
4,1243,tcp,BackDoor-G,[trojan] BackDoor-G,SANS
5,1243,tcp,SubSevenApocalypse,[trojan] SubSeven Apocalypse,SANS
6,1243,tcp,SubSeven,[trojan] SubSeven,SANS
7,1243,tcp,Tiles,[trojan] Tiles,SANS
8,1243,"tcp,udp",serialgateway,SerialGateway,IANA
1,1244,"tcp,udp",isbconference1,isbconference1,IANA
1,1245,tcp,trojans,"Trojans that use this port: GabanBus, NetBus, Voodoo Doll",SG
2,1245,tcp,trojan,[trojan] VooDoo Doll,Trojans
3,1245,tcp,VooDooDoll,[trojan] VooDoo Doll,SANS
4,1245,"tcp,udp",isbconference2,isbconference2,IANA
1,1246,"tcp,udp",payrouter,payrouter,IANA
1,1247,"tcp,udp",visionpyramid,VisionPyramid,IANA
1,1248,tcp,,NSClient/NSClient++/NC_Net (Nagios) (unofficial),Wikipedia
2,1248,"tcp,udp",hermes,hermes,IANA
1,1249,"tcp,udp",mesavistaco,Mesa Vista Co,IANA
1,1250,tcp,worms,"W32.Explet.A@mm [Symantec-2004-060219-4511-99] (2004.06.02) - a mass-mailing worm that also spreads through network shares and the Kazaa file-sharing network. The worm exploits the Microsoft Windows LSASS Buffer Overrun Vulnerability (described in Microsoft Security Bulletin [MS04-011]) and the DCOM RPC vulnerability (described in Microsoft Security Bulletin [MS03-026]) through TCP ports 135 and 445. It may also lower security settings and download remote files.Email-Worm.Win32.Plexus.b / Unauthenticated Remote Code Execution - the malware listens on TCP ports 1250 (file write port) and 47435 (random FTP port). Third-party attackers who can reach infected systems can use a socket program to write binary data to the remote host. The malware then writes that data to a file named ""_up.exe"" under""\Users\Victim\AppData\Local\Temp"" that executes immediately.References: [MVID-2021-0400]swldy-sias (IANA official).",SG
2,1250,tcp,threat,W32.Explet,Bekkoame
3,1250,"tcp,udp",swldy-sias,swldy-sias,IANA
1,1251,"tcp,udp",servergraph,servergraph,IANA
1,1252,"tcp,udp",bspne-pcc,bspne-pcc,IANA
1,1253,"tcp,udp",q55-pcc,q55-pcc,IANA
1,1254,"tcp,udp",de-noc,de-noc,IANA
1,1255,tcp,trojan,Scarab trojan,SG
2,1255,tcp,trojan,[trojan] Scarab,Trojans
3,1255,tcp,Scarab,[trojan] Scarab,SANS
4,1255,"tcp,udp",de-cache-query,de-cache-query,IANA
1,1256,tcp,trojans,"Trojans: Project nEXT, RexxRave",SG
2,1256,tcp,trojan,"Project nEXT, RexxRave",Trojans
3,1256,tcp,ProjectnEXT,[trojan] Project nEXT,SANS
4,1256,tcp,RexxRave,[trojan] RexxRave,SANS
5,1256,"tcp,udp",de-server,de-server,IANA
1,1257,tcp,trojan,Sub Seven v2.1,SG
2,1257,"tcp,udp",shockwave2,Shockwave 2,IANA
1,1258,"tcp,udp",opennl,Open Network Library,IANA
1,1259,"tcp,udp",opennl-voice,Open Network Library Voice,IANA
1,1260,"tcp,udp",ibm-ssd,ibm-ssd,IANA
1,1261,"tcp,udp",mpshrsv,mpshrsv,IANA
1,1262,"tcp,udp",qnts-orb,QNTS-ORB,IANA
1,1263,"tcp,udp",dka,dka,IANA
1,1264,"tcp,udp",prat,PRAT,IANA
1,1265,"tcp,udp",dssiapi,DSSIAPI,IANA
1,1266,"tcp,udp",dellpwrappks,DELLPWRAPPKS,IANA
1,1267,"tcp,udp",pcmlinux,pcmlinux,SANS
2,1267,"tcp,udp",epc,eTrust Policy Compliance,IANA
1,1268,"tcp,udp",propel-msgsys,PROPEL-MSGSYS,IANA
1,1269,tcp,trojans,Maverick's Matrix remote access trojan (different variants from May 1999 to January 2004). Trojan provides an attacker with the capability of remotely controlling a machine by running a server in the victim's machine.,SG
2,1269,tcp,Matrix,[trojan] Matrix,SANS
3,1269,"tcp,udp",watilapp,WATiLaPP,IANA
1,1270,"tcp,udp",opsmgr,IANA registered for: Microsoft Operations Manager,SG
2,1270,"tcp,udp",,Microsoft System Center Operations Manager (SCOM) (formerly Microsoft Operations Manager (MOM)) agent (official),Wikipedia
3,1270,"tcp,udp",opsman,opsman,SANS
4,1270,tcp,ssserver,Sun StorEdge Configuration Service,Nmap
5,1270,"tcp,udp",opsmgr,Microsoft Operations Manager,IANA
1,1271,"tcp,udp",dabew,Dabew,SANS
2,1271,"tcp,udp",excw,eXcW,IANA
1,1272,tcp,trojan,The Matrix trojan,SG
2,1272,tcp,trojan,[trojan] The Matrix,Trojans
3,1272,tcp,TheMatrix,[trojan] The Matrix,SANS
4,1272,"tcp,udp",cspmlockmgr,CSPMLockMgr,IANA
1,1273,"tcp,udp",emc-gateway,EMC-Gateway,IANA
1,1274,"tcp,udp",t1distproc,t1distproc,IANA
1,1275,"tcp,udp",applications,"Directory traversal vulnerability in the web server used in RealPlayer 6.0.7, and possibly other versions, may allow local users to read files that are accessible to RealPlayer via a .. (dot dot) in an HTTP GET request to port 1275.References: [BID-4221], [CVE-2002-0415], [XFDB-8336]Port is also IANA registered for ivcollector.",SG
2,1275,"tcp,udp",ivcollector,ivcollector,IANA
1,1276,"tcp,udp",,"Reserved, modified: 2014-05-23",IANA
1,1277,"tcp,udp",miva-mqs,mqs,IANA
1,1278,"tcp,udp",dellwebadmin-1,Dell Web Admin 1,IANA
1,1279,"tcp,udp",dellwebadmin-2,Dell Web Admin 2,IANA
1,1280,"tcp,udp",games,"Dark Ages of Camelot game uses TCP ports 1280,10500,10622 TCP and a dynamic UDP port (1024-65535 range)",SG
2,"1280,10500,10622",tcp,applications,Dark Ages of Camelot (can also use ports 1024-65535 udp),Portforward
3,1280,"tcp,udp",pictrography,Pictrography,IANA
1,1281,"tcp,udp",healthd,healthd,IANA
1,1282,"tcp,udp",emperion,Emperion,IANA
1,1283,"tcp,udp",productinfo,Product Information,IANA
1,1284,"tcp,udp",iee-qfx,"IEE-QFX, registered 2009-10-19",IANA
1,1285,"tcp,udp",neoiface,neoiface,IANA
1,1286,"tcp,udp",netuitive,netuitive,IANA
1,1287,"tcp,udp",routematch,"RouteMatch Com, registered 2005-11",IANA
1,1288,"tcp,udp",navbuddy,NavBuddy,IANA
1,1289,"tcp,udp",jwalkserver,JWalkServer,IANA
1,1290,"tcp,udp",winjaserver,WinJaServer,IANA
1,1291,udp,games,Heroes of Might and Magic IV,SG
2,1291,"tcp,udp",seagulllms,SEAGULLLMS,IANA
1,1292,"tcp,udp",dsdn,"Backdoor.Win32.WinShell.50 / Weak Hardcoded Password - the malware listens on TCP port 1292. Authentication is required for remote user access. However, the password ""EliteKTHX"" is weak and hardcoded within the executable. The PE file is protected by ExeStealth 275.a protector, after dumping the process the password is easily revealed.References: [MVID-2021-0415]dsdn (IANA official)",SG
2,1292,"tcp,udp",dsdn,dsdn,IANA
1,1293,"tcp,udp",pkt-krb-ipsec,IANA registered for: PKT-KRB-IPSec,SG
2,1293,"tcp,udp",,IPSec (Internet Protocol Security) (official),Wikipedia
3,1293,"tcp,udp",pkt-krb-ipsec,PKT-KRB-IPSec,IANA
1,1294,"tcp,udp",cmmdriver,CMMdriver,IANA
1,1295,"tcp,udp",eetp,EETP,SANS
2,1295,"tcp,udp",ehtp,End-by-Hop Transmission Protocol,IANA
1,1296,"tcp,udp",dproxy,dproxy,IANA
1,1297,"tcp,udp",sdproxy,sdproxy,IANA
1,1298,"tcp,udp",lpcp,lpcp,IANA
1,1299,"tcp,udp",hp-sci,hp-sci,IANA
1,1300,"tcp,udp",h323,H.323 Secure Call Control Signalling (IANA official),SG
2,1300,"tcp,udp",h323hostcallsc,"H.323 Secure Call Control Signalling, modified: 2013-01-31",IANA
1,1301,tcp,applications,"IANA reserved, previously registered for: Palmer Performance OBDNet",SG
